Bảng 1: Lĩnh vực (fields)						
Đây là 6 lĩnh vực cấp cao nhất, phân chia toàn bộ không gian tri thức về điện toán.						
						
USER_RESEARCH	User Research and Personas	Tìm hiểu các phương pháp nghiên cứu người dùng (phỏng vấn, khảo sát) và kỹ thuật xây dựng chân dung người dùng (personas) để định hướng quá trình thiết kế.	UI_UX_PROCESS	user research, personas, user interviews, surveys	HCI	{"icon": "user-friends"}
WIREFRAMING_PROTOTYPING	Wireframing and Prototyping	Thực hành các kỹ thuật tạo bản phác thảo cấu trúc (wireframe) và các mẫu thử tương tác (prototype) để trực quan hóa và kiểm tra các ý tưởng thiết kế.	UI_UX_PROCESS	wireframe, prototype, mockup, Figma, Adobe XD	HCI	{"icon": "drafting-compass"}
WCAG_STANDARDS	Web Content Accessibility Guidelines (WCAG)	Giới thiệu các tiêu chuẩn quốc tế (WCAG) và các cấp độ tuân thủ (A, AA, AAA) để đảm bảo nội dung web có thể tiếp cận được bởi người khuyết tật.	ACCESSIBILITY	WCAG, accessibility, a11y, web standards	HCI, SEP	{"icon": "universal-access"}
ASSISTIVE_TECH	Assistive Technologies	Tìm hiểu về các công nghệ hỗ trợ như trình đọc màn hình (screen readers), bàn phím thay thế, và cách chúng giúp người khuyết tật sử dụng công nghệ.	ACCESSIBILITY	assistive tech, screen reader, accessibility tools	HCI, SEP	{"icon": "headset"}
DIGITAL_INTERACTION	Digital Interaction and Etiquette	Phát triển các kỹ năng và quy tắc ứng xử (netiquette) khi giao tiếp và tương tác chuyên nghiệp trong môi trường số, từ email đến các nền tảng cộng tác.	DIGITAL_INTERACTION_CAT	netiquette, digital communication, etiquette	SEP	{"icon": "comments"}
COLLABORATION_TOOLS	Digital Collaboration Tools	Hướng dẫn sử dụng hiệu quả các công cụ và nền tảng kỹ thuật số để làm việc nhóm, quản lý dự án và hợp tác từ xa (ví dụ: Trello, Slack, Google Workspace).	COLLABORATION_TOOLS_CAT	collaboration, teamwork, project management tools	SEP, SE	{"icon": "users-cog"}
PHISHING_SCAMS	Recognizing Phishing and Scams	Rèn luyện kỹ năng nhận diện các email, tin nhắn và trang web lừa đảo để bảo vệ bản thân và tổ chức khỏi các cuộc tấn công lừa đảo.	DATA_PRIVACY_USER	phishing, scams, social engineering, cybersecurity	SEC, SEP	{"icon": "fish"}
PRIVACY_SETTINGS	Using Privacy Settings and Tools	Hướng dẫn cách sử dụng các cài đặt quyền riêng tư trên các dịch vụ web, mạng xã hội và trình duyệt để kiểm soát thông tin cá nhân.	DATA_PRIVACY_USER	privacy settings, cookies, data protection, GDPR	SEP	{"icon": "user-cog"}
PASSWORD_STRENGTH	Strong Passwords & Authentication	Các tiêu chí để tạo một mật khẩu mạnh và các phương pháp xác thực hiện đại như xác thực hai yếu tố (2FA) để tăng cường bảo mật.	DEVICE_PROTECTION	passwords, authentication, 2FA, MFA, security	SEC	{"icon": "key"}
MALWARE_TYPES	Malware Protection	Phân biệt các loại phần mềm độc hại (virus, worm, ransomware) và các biện pháp phòng chống như sử dụng phần mềm diệt virus.	DEVICE_PROTECTION	malware, virus, ransomware, antivirus	SEC	{"icon": "shield-virus"}
RENDERING	Rendering Pipeline & Techniques	Nghiên cứu các giai đoạn trong quy trình kết xuất đồ họa (graphics pipeline) và các kỹ thuật chính như Rasterization và Ray Tracing.	GRAPHICS_FUNDAMENTALS	rendering pipeline, rasterization, ray tracing, shaders	GIT	{"icon": "image"}
GEOMETRIC_TRANSFORMATIONS	2D/3D Geometric Transformations	Tìm hiểu các phép biến đổi hình học cơ bản (tịnh tiến, quay, co giãn) và cách biểu diễn chúng bằng ma trận trong không gian 2D và 3D.	GEOMETRIC_MODELING	transformations, matrix, translation, rotation, scaling	GIT, MSF	{"icon": "ruler-combined"}
RASTER_GRAPHICS_CONCEPTS	Raster Graphics Concepts	Khám phá các khái niệm liên quan đến đồ họa dựa trên pixel, như lớp (layers), chế độ hòa trộn, mặt nạ, và các công cụ chỉnh sửa.	DIGITAL_IMAGE_MANIPULATION	raster, pixels, layers, blending modes, Photoshop	GIT	{"icon": "paint-brush-alt"}
VECTOR_GRAPHICS_CONCEPTS	Vector Graphics Concepts	Khám phá các khái niệm liên quan đến đồ họa dựa trên đường dẫn toán học, bao gồm đường cong Bézier và các phép toán hình khối.	DIGITAL_IMAGE_MANIPULATION	vector, paths, Bézier curves, SVG, Illustrator	GIT, MSF	{"icon": "vector-square"}
GRAPHIC_DESIGN_PRINCIPLES	Visual Design Principles for UI	Áp dụng các nguyên tắc cốt lõi về màu sắc, bố cục, khoảng trắng và chữ viết (typography) để tạo ra các giao diện người dùng thẩm mỹ và hiệu quả.	GRAPHIC_DESIGN_CAT	visual design, color theory, typography, layout, UI	GIT, HCI	{"icon":"palette"}
POLYGONAL_MODELING	3D Polygonal Modeling	Thực hành kỹ thuật mô hình hóa 3D bằng cách sử dụng mắt lưới đa giác (polygonal mesh) gồm các đỉnh, cạnh và mặt.	3D_MODELING_ANIMATION	3D modeling, polygonal mesh, vertex, edge, face	GIT	{"icon": "cube"}
SOLID_MODELING	3D Solid Modeling (CSG)	Thực hành kỹ thuật mô hình hóa 3D bằng cách kết hợp các khối hình học rắn cơ bản thông qua các phép toán Boolean (CSG).	3D_MODELING_ANIMATION	solid modeling, CSG, boolean operations, CAD	GIT	{"icon": "shapes"}
3D_ANIMATION_PRINCIPLES	3D Animation Principles	Áp dụng các nguyên tắc tạo chuyển động cho mô hình 3D, bao gồm tạo khung hình chính (keyframing) và các đường cong chuyển động.	3D_MODELING_ANIMATION	3D animation, keyframe, timeline, rigging	GIT	{"icon": "film"}
RENDERING_CONCEPTS	3D Rendering Concepts	Tìm hiểu các yếu tố cơ bản trong quá trình kết xuất 3D, như vật liệu (materials), kết cấu (textures), và ánh sáng (lighting).	GRAPHICS_FUNDAMENTALS, 3D_MODELING_ANIMATION	3D rendering, materials, textures, lighting, shadows	GIT	{"icon": "lightbulb-on"}
UI_CONTROLS	Basic UI Controls	Sử dụng các control cơ bản để hiển thị thông tin (Text, Image) và nhận tương tác từ người dùng (Button, TextField, Picker).	UI_BUILDING_BLOCKS	Text, Image, Button, TextField, Picker, Toggle	HCI	{"icon": "keyboard"}
UI_MODIFIERS	UI Modifiers	Áp dụng các bộ điều chỉnh (modifiers) để tùy biến giao diện của các View, như thay đổi font, màu sắc, padding và background.	UI_BUILDING_BLOCKS	modifiers, styling, font, color, padding	HCI	{"icon": "paint-brush"}
STACK_LAYOUT	Stack-Based Layout	Sắp xếp các View theo chiều dọc (VStack), chiều ngang (HStack) hoặc xếp chồng lên nhau (ZStack) để tạo các bố cục cơ bản.	LAYOUT_COMPOSITION	stacks, VStack, HStack, ZStack, layout	HCI	{"icon": "layer-group"}
GRID_LAYOUT	Grid-Based Layout	Sắp xếp các View thành một lưới hai chiều, thường được sử dụng để hiển thị các bộ sưu tập.	LAYOUT_COMPOSITION	grid, LazyVGrid, LazyHGrid, collection	HCI	{"icon": "th"}
ADAPTIVE_LAYOUT	Adaptive Layout	Các kỹ thuật để giao diện có thể tự động thích ứng với các kích thước màn hình, hướng và nền tảng khác nhau.	LAYOUT_COMPOSITION	adaptive, responsive, size classes, GeometryReader	HCI	{"icon": "expand-arrows-alt"}
DECLARATIVE_UI_MODEL	Declarative UI Model	Hiểu mô hình lập trình giao diện khai báo, trong đó UI là một hàm của trạng thái (UI = f(state)).	STATE_DATA_FLOW	declarative UI, state-driven, UI as function	HCI, FPL	{"icon": "wand-magic-sparkles"}
STATE_MANAGEMENT	State Management	Quản lý trạng thái giao diện, từ trạng thái cục bộ của một View đến các trạng thái phức tạp và được chia sẻ giữa nhiều View.	STATE_DATA_FLOW	state, @State, @StateObject, ViewModel, Source of Truth	HCI, SDF	{"icon": "brain-circuit"}
DATA_BINDING	Data Binding	Kỹ thuật tạo liên kết hai chiều giữa dữ liệu trong code và các control trên giao diện, cho phép UI tự động cập nhật và ngược lại.	STATE_DATA_FLOW	binding, two-way binding, @Binding	HCI, SDF	{"icon": "link"}
OBSERVABLE_MODEL	Observable Model Pattern	Áp dụng mẫu thiết kế "đối tượng có thể quan sát" để tự động thông báo cho giao diện khi dữ liệu hoặc trạng thái trong một đối tượng phức tạp (ViewModel) thay đổi.	STATE_DATA_FLOW, DESIGN_PATTERNS	observable, publisher, subscriber, @Published	SE, FPL	{"icon": "broadcast-tower"}
HIERARCHICAL_NAVIGATION	Hierarchical Navigation	Xây dựng luồng điều hướng phân cấp (stack-based), cho phép người dùng "đi sâu" vào các màn hình chi tiết và quay trở lại.	NAVIGATION_PRESENTATION	navigation, stack navigation, NavigationStack, push, pop	HCI	{"icon": "sitemap"}
MODAL_PRESENTATION	Modal Presentation	Trình bày các View một cách tạm thời lên trên màn hình hiện tại để thực hiện một tác vụ cụ thể, như điền form hoặc hiển thị cảnh báo.	NAVIGATION_PRESENTATION	modal, sheet, alert, popover, presentation	HCI	{"icon": "window-maximize"}
GESTURE_HANDLING	Gesture Handling	Lập trình để nhận biết và phản hồi lại các cử chỉ tương tác của người dùng như chạm, nhấn giữ và kéo.	INTERACTION_EFFECTS	gestures, tap, drag, long press, interaction	HCI	{"icon": "hand-pointer"}
UI_ANIMATION	UI Animation & Transitions	Áp dụng các hiệu ứng chuyển động và chuyển tiếp để làm cho các thay đổi giao diện trở nên mượt mà và trực quan hơn.	INTERACTION_EFFECTS	animation, transition, motion, effects	GIT, HCI	{"icon": "film"}
GEOSPATIAL_SERVICES	Geospatial Services	Tích hợp và sử dụng các dịch vụ bản đồ và vị trí của nền tảng để hiển thị bản đồ và lấy vị trí người dùng.	PLATFORM_INTEGRATION	MapKit, Core Location, maps, GPS	SPD	{"icon": "map-marked-alt"}
MEDIA_SERVICES	Media & System Services	Tương tác với các dịch vụ hệ thống như thư viện ảnh/video, camera, âm thanh và thông báo.	PLATFORM_INTEGRATION	PhotosPicker, Camera, AVFoundation, UserNotifications	SPD	{"icon": "photo-video"}
USER_PREFERENCES_STORAGE	User Preferences Storage	Sử dụng các cơ chế lưu trữ key-value của hệ điều hành để lưu các cài đặt và tùy chọn nhỏ của người dùng.	APP_PERSISTENCE	UserDefaults, AppStorage, preferences	SDF	{"icon": "sliders-h"}
STRUCTURED_DATA_STORAGE	Structured On-Device Storage	Sử dụng các framework cơ sở dữ liệu như Core Data hoặc ghi/đọc file để quản lý các tập dữ liệu có cấu trúc trên thiết bị.	APP_PERSISTENCE	Core Data, FileManager, Codable, on-device database	DM	{"icon": "database"}
GAME_ENV_BUILDING	Game Environment Building	Kỹ thuật xây dựng thế giới trò chơi sử dụng các công cụ như Terrain Editor (địa hình), Lighting (ánh sáng), và sắp đặt Assets (tài nguyên) để tạo không khí (atmosphere) cho game.	GAME_LEVEL_DESIGN	terrain, lighting, skybox, atmosphere, map building	GIT	{"icon": "mountain"}
GAMEPLAY_MECHANICS	Gameplay Mechanics Scripting	Lập trình các luật chơi cụ thể như hệ thống tính điểm (scoring), điều kiện thắng/thua, cơ chế hồi sinh, và quản lý kho đồ (inventory) của người chơi.	GAME_MECHANICS	leaderstats, scoring, win condition, inventory, spawning	SDF	{"icon": "gamepad"}
PHYSICS_CONSTRAINTS	Physics Constraints & Joints	Sử dụng các khớp nối vật lý (Constraints) như bản lề (Hinge), lò xo (Spring), động cơ (Motor) để tạo ra các cơ cấu chuyển động cơ học (xe, cửa, bẫy) trong game.	GAME_PHYSICS	constraints, hinge, motor, spring, joints, mechanics	GIT	{"icon": "link"}
GAME_OBJ_SCRIPTING	Game Object Scripting	Kỹ năng viết mã để thao tác trực tiếp với các đối tượng trong Game Engine (như Part, Model), bao gồm thay đổi thuộc tính, nhân bản (Cloning) và hủy (Destroy).	GAME_SCRIPTING	scripting, manipulation, clone, destroy, properties	SDF	{"icon": "cube"}
APP_DEPLOYMENT	Application Deployment & Distribution	Quy trình đóng gói phần mềm thành sản phẩm cuối cùng (ví dụ: file .exe, publish lên Web/Store) để phân phối đến người dùng cuối.	DEVELOPMENT_ENVIRONMENT	deployment, packaging, pyinstaller, publishing, hosting	SE	{"icon": "box-open"}
AI_ASSISTED_CODING	AI-Assisted Coding	Kỹ năng sử dụng các công cụ Trí tuệ nhân tạo (như ChatGPT, Copilot, Locofy) để sinh mã nguồn, chuyển đổi thiết kế sang code và hỗ trợ gỡ lỗi.	AI_APPLICATIONS	AI coding, generative AI, copilot, design-to-code	SE, AI	{"icon": "robot"}
IDE_NAVIGATION	IDE Navigation	Điều hướng và quản lý cấu trúc file, assets trong dự án.	DEVELOPMENT_ENVIRONMENT	IDE, file, assets		
DEBUGGING_TECHNIQUES	Debugging Techniques	Kỹ thuật và công cụ dùng để gỡ lỗi.	TESTING_DEBUGGING	debug		
						
						
						
						
						
						
Bảng 5: Khái niệm (concepts)						
Đây là bảng chi tiết hóa các Topics thành các Concepts nguyên tử, làm nền tảng để xây dựng các hoạt động dạy và học cụ thể.						
						
code	name	description	topic_codes	keywords	cs2023_ka_mapping	metadata
CPU_ARCHITECTURE	CPU Architecture	Phân biệt kiến trúc von Neumann và Harvard, và vai trò của các khối chức năng chính là ALU và CU.	HW_CPU	von Neumann, Harvard, ALU, Control Unit	AR	{"icon": "microchip"}
FETCH_DECODE_EXECUTE	Fetch-Decode-Execute Cycle	Mô tả chu trình lệnh cơ bản mà một CPU thực hiện để xử lý một chỉ lệnh: lấy lệnh, giải mã lệnh, và thực thi lệnh.	HW_CPU	instruction cycle, fetch, decode, execute	AR	{"icon": "sync-alt"}
MEMORY_TYPES	Memory Types	Phân biệt giữa RAM (bộ nhớ truy cập ngẫu nhiên, khả biến) và ROM (bộ nhớ chỉ đọc, bất biến).	HW_MEMORY	RAM, ROM, volatile, non-volatile	AR	{"icon": "memory"}
CACHE_HIERARCHY	Cache Hierarchy	Hiểu vai trò của các cấp bộ nhớ đệm (L1, L2, L3) trong việc tăng tốc độ truy cập dữ liệu bằng cách tận dụng tính cục bộ (locality).	HW_MEMORY	cache, L1 cache, L2 cache, locality	AR	{"icon": "layer-group"}
HDD_VS_SSD	HDD vs. SSD	So sánh sự khác biệt về cấu tạo, nguyên lý hoạt động, tốc độ và độ bền giữa ổ cứng cơ (HDD) và ổ cứng thể rắn (SSD).	HW_STORAGE	HDD, SSD, storage, persistent	AR	{"icon": "hdd"}
IO_METHODS_POLLING_INTERRUPT	I/O Methods: Polling vs. Interrupt	So sánh hai phương pháp chính để xử lý I/O: chủ động kiểm tra liên tục (Polling) và bị động chờ tín hiệu ngắt (Interrupt).	IO_MECHANISMS	polling, interrupt, I/O management	AR, OS	{"icon": "exchange-alt"}
DMA_CONCEPT	Direct Memory Access (DMA)	Hiểu khái niệm Truy cập Bộ nhớ Trực tiếp (DMA), cho phép các thiết bị phần cứng truy cập bộ nhớ chính độc lập với CPU.	IO_MECHANISMS	DMA, direct memory access, hardware	AR, OS	{"icon": "forward"}
PROCESS_VS_THREAD	Process vs. Thread	Phân biệt sự khác nhau giữa một tiến trình (một chương trình đang chạy với không gian bộ nhớ riêng) và một luồng (một luồng thực thi trong một tiến trình).	OS_PROCESS_MGMT	process, thread, multitasking, multithreading	OS	{"icon": "tasks"}
SCHEDULING_ALGORITHMS	CPU Scheduling Algorithms	Giới thiệu các thuật toán lập lịch CPU cơ bản như FCFS (First-Come, First-Served), SJF (Shortest Job First), và Round Robin.	OS_PROCESS_MGMT	scheduling, FCFS, SJF, Round Robin	OS	{"icon": "calendar-alt"}
VIRTUAL_MEMORY	Virtual Memory Concept	Hiểu khái niệm bộ nhớ ảo và lợi ích của nó trong việc cho phép mỗi tiến trình có một không gian địa chỉ riêng biệt và lớn hơn bộ nhớ vật lý.	OS_MEMORY_MGMT	virtual memory, address space, paging	OS, AR	{"icon": "map"}
FILE_ALLOCATION	File Allocation Methods	Khám phá các phương pháp cấp phát không gian cho tệp tin trên đĩa, bao gồm cấp phát liên tục, liên kết (danh sách móc nối), và chỉ mục.	OS_FILE_SYSTEMS	file allocation, contiguous, linked, indexed	OS	{"icon": "file-invoice"}
TROUBLESHOOTING_METHODOLOGY_CONCEPT	Systematic Troubleshooting	Áp dụng một quy trình có hệ thống (xác định vấn đề, giả thuyết, kiểm tra, xác nhận) để giải quyết sự cố phần cứng và phần mềm.	TROUBLESHOOTING_METHODOLOGY	troubleshooting, diagnostics, problem solving	SDF, SE	{"icon": "search"}
ERROR_MESSAGES_CONCEPT	Interpreting Error Messages	Kỹ năng đọc và hiểu các thông báo lỗi do chương trình hoặc hệ điều hành cung cấp để xác định nguyên nhân sự cố.	ERROR_MESSAGES	error handling, exceptions, debugging, log analysis	SDF, SE	{"icon": "exclamation-triangle"}
ARDUINO_BASICS	Arduino Basics	Nắm vững cấu trúc cơ bản của một chương trình Arduino (sketch) với hai hàm chính là setup() (chạy một lần) và loop() (chạy lặp lại).	MCU_PLATFORMS	Arduino, sketch, setup, loop	SPD	{"icon": "code"}
RASPBERRY_PI_BASICS	Raspberry Pi Basics	Nhận biết Raspberry Pi như một máy tính đơn bo (SBC) và hiểu cách tương tác với hệ điều hành Raspbian (nay là Raspberry Pi OS).	MCU_PLATFORMS	Raspberry Pi, SBC, Raspbian, Linux	SPD	{"icon": "raspberry-pi"}
DIGITAL_ANALOG_IO	Digital vs. Analog I/O Pins	Phân biệt chức năng của các chân I/O số (đọc/ghi giá trị HIGH/LOW) và các chân I/O tương tự (đọc giá trị trong một khoảng liên tục).	GPIO_PROG	digital I/O, analog I/O, GPIO, HIGH, LOW	SPD	{"icon": "wave-square"}
PWM	Pulse Width Modulation (PWM)	Hiểu và sử dụng kỹ thuật Điều chế Độ rộng Xung (PWM) để giả lập tín hiệu tương tự, thường dùng để điều khiển độ sáng LED hoặc tốc độ động cơ.	GPIO_PROG	PWM, analogWrite, duty cycle	SPD	{"icon": "chart-area"}
TEMP_HUMIDITY_SENSORS	Reading Temp/Humidity Sensors	Sử dụng thư viện để đọc dữ liệu từ các cảm biến nhiệt độ và độ ẩm kỹ thuật số phổ biến như DHT11 hoặc DHT22.	SENSOR_TYPES	DHT11, temperature sensor, humidity sensor	SPD	{"icon": "thermometer-half"}
LIGHT_MOTION_SENSORS	Reading Light/Motion Sensors	Sử dụng cảm biến quang trở (LDR) để đo cường độ ánh sáng và cảm biến hồng ngoại thụ động (PIR) để phát hiện chuyển động.	SENSOR_TYPES	LDR, photoresistor, PIR sensor, motion detection	SPD	{"icon": "lightbulb"}
MOTOR_CONTROL	DC Motor and Servo Control	Phân biệt và điều khiển hai loại động cơ phổ biến: động cơ DC (điều khiển tốc độ) và động cơ Servo (điều khiển vị trí/góc).	ACTUATOR_CONTROL	DC motor, servo motor, actuator control	SPD	{"icon": "fan"}
ROUTERS_SWITCHES_CONCEPT	Routers and Switches	Phân biệt chức năng của router (định tuyến giữa các mạng) và switch (kết nối các thiết bị trong cùng một mạng).	ROUTERS_SWITCHES	router, switch, LAN, WAN, networking hardware	NC	{"icon": "ethernet"}
PHYSICAL_MEDIA_CONCEPT	Physical Media & Wireless	So sánh các phương tiện truyền dẫn vật lý (cáp xoắn đôi, cáp quang) và các công nghệ không dây (Wi-Fi, Bluetooth).	PHYSICAL_MEDIA	Ethernet cable, fiber optic, Wi-Fi, Bluetooth	NC	{"icon": "wifi"}
NETWORK_TOPOLOGIES_CONCEPT	Network Topologies	Nhận biết các cấu trúc liên kết mạng phổ biến như Star (Hình sao), Bus, Ring (Vòng), và Mesh (Lưới).	NETWORK_TOPOLOGIES	topology, star, bus, ring, mesh	NC	{"icon": "sitemap"}
ABSTRACTION_LAYERS	Layers of Abstraction	Hiểu cách các hệ thống phức tạp được xây dựng dựa trên nhiều lớp trừu tượng, mỗi lớp che giấu chi tiết của lớp dưới.	ALGO_STRATEGIES	abstraction, layers, information hiding	SDF, SE	{"icon": "layer-group"}
PROBLEM_DECOMPOSITION	Problem Decomposition	Kỹ thuật chia một vấn đề lớn và phức tạp thành các vấn đề con nhỏ hơn, dễ quản lý hơn, là một phần cốt lõi của tư duy tính toán.	ALGO_STRATEGIES	decomposition, divide and conquer, problem solving	SDF, AL	{"icon": "puzzle-piece"}
CREATIONAL_PATTERNS	Creational Design Patterns	Hiểu mục đích của các mẫu thiết kế khởi tạo, như Singleton (đảm bảo một lớp chỉ có một thể hiện) và Factory (tạo đối tượng mà không cần chỉ rõ lớp cụ thể).	CLASSES_OBJECTS	creational patterns, singleton, factory	SE	{"icon": "plus-square"}
STRUCTURAL_PATTERNS	Structural Design Patterns	Hiểu mục đích của các mẫu thiết kế cấu trúc, như Adapter (cho phép các giao diện không tương thích làm việc với nhau) và Decorator (thêm chức năng cho đối tượng một cách linh hoạt).	CLASSES_OBJECTS	structural patterns, adapter, decorator	SE	{"icon": "sitemap"}
BEHAVIORAL_PATTERNS	Behavioral Design Patterns	Hiểu mục đích của các mẫu thiết kế hành vi, như Observer (định nghĩa sự phụ thuộc một-nhiều) và Strategy (cho phép chọn thuật toán lúc chạy).	CLASSES_OBJECTS	behavioral patterns, observer, strategy	SE	{"icon": "directions"}
AGILE_PRINCIPLES	Agile Principles	Nắm vững các nguyên tắc cốt lõi của phát triển phần mềm linh hoạt, như ưu tiên sự hài lòng của khách hàng và thích ứng với thay đổi.	AGILE_SCRUM	Agile, manifesto, iterative development	SE	{"icon": "users-class"}
SCRUM_ROLES_EVENTS	Scrum Roles and Events	Nhận biết các vai trò (Product Owner, Scrum Master) và các sự kiện (Sprint, Daily Standup, Retrospective) trong khuôn khổ Scrum.	AGILE_SCRUM	Scrum, sprint, standup, backlog, roles	SE	{"icon": "users-cog"}
VERSION_CONTROL_WORKFLOW	Version Control Workflow	Hiểu và áp dụng một quy trình làm việc với Git, như Git Flow, để quản lý các nhánh (feature, develop, release) một cách hiệu quả trong nhóm.	GIT_BASICS	Git workflow, Git Flow, branching strategy	SE	{"icon": "code-branch"}
FRONTEND_FRAMEWORKS	Frontend Frameworks/Libraries	Hiểu vai trò của các thư viện/framework như React, Vue, Angular trong việc xây dựng các giao diện người dùng tương tác và có cấu trúc.	HTML_CSS	Angular, React, SPA, Solid JS, Svelte, Vue, Vue.js, frameworks	SPD	{"icon": "react"}
BACKEND_FRAMEWORKS	Backend Frameworks	Hiểu vai trò của các framework như Django (Python), Express (Node.js) trong việc tăng tốc xây dựng logic và API phía máy chủ.	SERVER_SIDE_LOGIC	frameworks, Django, Express, Spring, backend	SPD	{"icon": "server"}
RELATIONAL_VS_NONRELATIONAL	Relational vs. NoSQL Databases	So sánh sự khác biệt cơ bản giữa cơ sở dữ liệu quan hệ (SQL) và không quan hệ (NoSQL) về mô hình dữ liệu, tính nhất quán và khả năng mở rộng.	RELATIONAL_DB	SQL vs NoSQL, relational, non-relational	DM	{"icon": "database"}
DATA_EXPLORATION_EDA	Exploratory Data Analysis (EDA)	Hiểu quy trình Phân tích Dữ liệu Khám phá để tóm tắt các đặc điểm chính của tập dữ liệu, thường bằng các phương pháp trực quan.	DATA_VIS_TOOLS	EDA, data exploration, data analysis	DM	{"icon": "search-plus"}
DATA_CLEANING_TECHNIQUES	Data Cleaning Techniques	Nắm vững các kỹ thuật cơ bản để xử lý dữ liệu bị thiếu (missing values), dữ liệu nhiễu (noise) và dữ liệu không nhất quán.	DATA_VIS_TOOLS	data cleaning, preprocessing, missing data	DM	{"icon": "broom"}
CHART_TYPES	Choosing Appropriate Chart Types	Nắm vững cách lựa chọn loại biểu đồ phù hợp (cột, đường, tròn, phân tán) để biểu diễn các loại dữ liệu và thông điệp khác nhau.	DATA_VIS_TOOLS	charts, graphs, visualization, chart selection	GIT	{"icon": "chart-pie-alt"}
CLOUD_MODELS_IAAS_PAAS_SAAS	Cloud Service Models	Phân biệt ba mô hình dịch vụ điện toán đám mây chính: IaaS (Cơ sở hạ tầng), PaaS (Nền tảng), và SaaS (Phần mềm như một Dịch vụ).	SERVER_SIDE_LOGIC	IaaS, PaaS, SaaS, cloud services	PDC	{"icon": "cloud"}
CLOUD_DEPLOYMENT_MODELS	Cloud Deployment Models	Phân biệt các mô hình triển khai đám mây: Public, Private, và Hybrid Cloud.	APP_DEPLOYMENT	public cloud, private cloud, hybrid cloud	PDC	{"icon": "cloud-upload-alt"}
VIRTUALIZATION	Virtualization Concept	Hiểu công nghệ ảo hóa, cho phép tạo ra các phiên bản ảo của tài nguyên máy tính như máy chủ, hệ điều hành, hoặc mạng.	OS_PROCESS_MGMT	virtualization, VM, hypervisor	OS, PDC	{"icon": "desktop"}
MAPREDUCE_CONCEPT	MapReduce Concept	Hiểu mô hình lập trình MapReduce để xử lý song song các tập dữ liệu lớn, bao gồm hai bước chính là map và reduce.	ALGO_STRATEGIES	MapReduce, big data, distributed processing	PDC	{"icon": "stream"}
CAP_THEOREM	CAP Theorem	Nắm vững định lý CAP (Consistency, Availability, Partition tolerance) và sự đánh đổi của nó trong các hệ thống phân tán.	SERVER_SIDE_LOGIC	CAP theorem, distributed systems, consistency	PDC	{"icon": "balance-scale-right"}
REGRESSION_CLASSIFICATION	Regression vs. Classification	Phân biệt hai loại bài toán chính trong học có giám sát: dự đoán giá trị liên tục (hồi quy) và dự đoán nhãn (phân loại).	SUPERVISED_LEARNING	regression, classification, supervised learning	AI	{"icon": "file-invoice"}
CLUSTERING_ALGORITHMS	Clustering Algorithms	Hiểu khái niệm phân cụm và các thuật toán cơ bản như K-Means để nhóm các điểm dữ liệu tương tự lại với nhau.	UNSUPERVISED_LEARNING	clustering, K-Means, unsupervised learning	AI	{"icon": "shapes"}
NEURAL_NETWORKS_BASICS	Neural Networks Basics	Nắm vững các thành phần cơ bản của mạng nơ-ron nhân tạo, bao gồm nơ-ron, lớp (layer), trọng số và hàm kích hoạt.	SUPERVISED_LEARNING	neural network, neuron, layer, activation function	AI	{"icon": "brain-circuit"}
AI_HISTORY_MILESTONES	History and Milestones of AI	Nhận biết các cột mốc lịch sử quan trọng trong sự phát triển của AI, từ phép thử Turing đến sự bùng nổ của Deep Learning.	SUPERVISED_LEARNING	AI history, Turing test, deep learning	AI, SEP	{"icon": "monument"}
TYPES_OF_AI	Types of AI: Narrow vs. General	Phân biệt giữa AI hẹp (chuyên cho một nhiệm vụ cụ thể) và AI tổng quát (có khả năng trí tuệ như con người).	SUPERVISED_LEARNING	narrow AI, general AI, AGI, strong AI	AI	{"icon": "brain"}
REINFORCEMENT_LEARNING_BASICS	Reinforcement Learning Basics	Nắm vững các thành phần cốt lõi của học tăng cường: tác nhân (agent), môi trường (environment), hành động (action), trạng thái (state), và phần thưởng (reward).	REINFORCEMENT_LEARNING	reinforcement learning, agent, reward, RL	AI	{"icon": "gamepad-alt"}
AI_BIAS	Bias in AI	Hiểu cách thiên vị trong dữ liệu huấn luyện hoặc trong thiết kế thuật toán có thể dẫn đến các quyết định không công bằng từ hệ thống AI.	USER_RESEARCH	AI bias, fairness, ethics, training data	AI, SEP	{"icon": "balance-scale"}
ALGORITHMIC_BIAS_SOCIETY	Algorithmic Bias in Society	Phân tích cách các thuật toán có thể tạo ra hoặc khuếch đại các thành kiến xã hội, dẫn đến các quyết định không công bằng trong đời sống.	USER_RESEARCH	algorithmic bias, fairness, ethics, societal impact	SEP, AI	{"icon": "balance-scale"}
IOT_PROTOCOLS_MQTT_CONCEPT	IoT Messaging Protocols (MQTT)	Hiểu nguyên lý hoạt động của giao thức MQTT theo mô hình publish-subscribe, được thiết kế cho các thiết bị IoT.	IOT_PROTOCOLS_MQTT	MQTT, publish-subscribe, IoT protocols	NC, SPD	{"icon": "envelope-open-text"}
IOT_SECURITY_THREATS	Common IoT Security Threats	Nhận biết các mối đe dọa bảo mật đặc thù cho thiết bị IoT, như tấn công vào firmware, mật khẩu mặc định yếu, và các giao thức không an toàn.	NETWORK_ATTACKS	IoT security, firmware, botnet	SEC	{"icon": "shield-virus"}
