code	name	description	topic_codes	keywords	cs2023_ka_mapping	metadata
SYSTEMATIC_TROUBLESHOOTING	Systematic Troubleshooting	Quy trình chẩn đoán có hệ thống để cô lập và khắc phục lỗi.	TROUBLESHOOTING_METHODOLOGY	diagnostics, logging, breakpoints	SE, SDF	{"icon": "search"}
API_DESIGN	API Design	Thiết kế RESTful API, nguyên tắc stateless và mô hình tài nguyên.	API_DESIGN	API, REST, endpoints	SE	{"icon": "plug"}
VERSION_CONTROL	Version Control	Khái niệm và quy trình làm việc cơ bản với Git.	VERSION_CONTROL_WORKFLOW	Git, VCS, workflow	SE	{"icon": "code-branch"}
UI_UX_HEURISTICS	Usability Heuristics	Nguyên tắc khả dụng phổ biến để đánh giá giao diện.	UI_UX_HEURISTICS	heuristics, usability, Nielsen	HCI	{"icon": "check-circle"}
UI_UX_PROCESS	UI/UX Design Process	Quy trình thiết kế lấy người dùng làm trung tâm từ nghiên cứu đến kiểm thử.	USER_RESEARCH, WIREFRAMING_PROTOTYPING	UX, process, research, prototyping	HCI	{"icon": "drafting-compass"}
GESTURE_HANDLING	Gesture Handling	Xử lý các cử chỉ như chạm, nhấn giữ, kéo.	GESTURE_HANDLING	gestures, tap, long press, drag	HCI	{"icon": "hand-pointer"}
SHA	Shared State Object (Alias)	Alias cho quản lý trạng thái chia sẻ giữa View bằng ObservableObject.	STATE_MANAGEMENT, OBSERVABLE_MODEL	@StateObject, @ObservedObject, shared state	HCI, FPL	{"icon": "share-alt"}
UI_BUILDING_BLOCKS	UI Building Blocks	Các thành phần UI cơ bản và cách kết hợp/tùy biến chúng.	UI_CONTROLS, UI_MODIFIERS	UI components, controls, styling	HCI	{"icon": "cubes"}
OBSERVABLE_MODEL	Observable Model Pattern	Mẫu thiết kế phát/nhận cập nhật dữ liệu qua thuộc tính @Published và Combine.	OBSERVABLE_MODEL	observable, publisher, subscriber, @Published	SE, FPL	{"icon": "broadcast-tower"}
REFERENCE_TYPES	Reference Data Types	Các kiểu dữ liệu tham chiếu như string, array, object và quản lý bộ nhớ.	REFERENCE_TYPES	reference types, objects, strings, arrays	SDF, FPL	{"icon": "link"}
DEVICE_PROTECTION	Device & Account Security	Các biện pháp bảo vệ thiết bị và tài khoản: mật khẩu mạnh, 2FA.	PASSWORD_STRENGTH, TWO_FACTOR_AUTH	security, device, account, 2FA	SEC	{"icon": "shield-halved"}
OPERATORS_EXPRESSIONS	Operators & Expressions	Sử dụng toán tử số học/so sánh/logic để xây dựng biểu thức.	ARITHMETIC_OPS, COMPARISON_LOGICAL_OPS	operators, expressions, arithmetic, logical	SDF	{"icon": "calculator-alt"}
DESIGN_PATTERNS	Software Design Patterns	Các mẫu thiết kế phổ biến: Singleton, Factory, Adapter, Decorator.	CREATIONAL_PATTERNS, STRUCTURAL_PATTERNS, BEHAVIORAL_PATTERNS	design patterns, singleton, factory, adapter	SE	{"icon": "puzzle-piece"}
CLOUD_COMPUTING	Cloud Computing Concepts	Mô hình dịch vụ/triển khai và khái niệm cốt lõi của điện toán đám mây.	CLOUD_MODELS_IAAS_PAAS_SAAS, CLOUD_DEPLOYMENT_MODELS, VIRTUALIZATION	cloud, IaaS, PaaS, SaaS	PDC	{"icon": "cloud"}
DATA_STRUCTURES_BASIC	Basic Data Structures	Khái niệm tổng quát về mảng/danh sách và thao tác cơ bản.	ARRAYS, LISTS_COLLECTIONS	array, list, collection	SDF, AL	{"icon": "list-ol"}
CONDITIONAL_LOGIC	Conditional Logic	Cấu trúc rẽ nhánh: if-else, switch-case.	CONDITIONAL_LOGIC	if, switch, branching	SDF	{"icon": "code-branch"}
TROUBLESHOOTING	Troubleshooting Fundamentals	Kỹ năng chẩn đoán và cô lập lỗi phần mềm/hệ thống.	TROUBLESHOOTING_METHODOLOGY	troubleshooting, diagnostics, logs	SE	{"icon": "screwdriver-wrench"}
CLASSES_OBJECTS	Classes & Objects	Định nghĩa class, khởi tạo object và thuộc tính/phương thức.	CLASSES_OBJECTS	class, object, instantiation	SDF, FPL	{"icon": "file-code"}
VARIABLES_DATA_TYPES	Variables & Data Types	Phân biệt kiểu nguyên thuỷ và tham chiếu; khai báo biến/hằng.	VAR_CONSTANTS, PRIMITIVE_TYPES, REFERENCE_TYPES	variables, data types, primitive, reference	SDF	{"icon": "tags"}
STATE_MANAGEMENT	State Management	Quản lý trạng thái cục bộ/chia sẻ và cập nhật UI dựa trên trạng thái.	STATE_MANAGEMENT	state, ViewModel, MVVM	HCI, SDF	{"icon": "brain-circuit"}
UI_STATE_LIFECYCLE	UI State Lifecycle	Quản lý tác vụ gắn với vòng đời View (onAppear/onDisappear).	VIEW_LIFECYCLE	lifecycle, onAppear, onDisappear	HCI	{"icon": "clock"}
GRAPHIC_DESIGN_PRINCIPLES	Visual Design Principles	Nguyên tắc màu sắc, bố cục, khoảng trắng và typography.	GRAPHIC_DESIGN_PRINCIPLES	visual design, color, typography	GIT, HCI	{"icon": "palette"}
TESTING_DEBUGGING	Testing & Debugging	Khái niệm chung về kiểm thử và gỡ lỗi; viết unit test cơ bản.	UNIT_INTEGRATION_TESTING	unit testing, debugging, QA	SE	{"icon": "bug"}
ARITHMETIC_OPS	Arithmetic Operators	Sử dụng các toán tử số học (+, -, *, /, %) và hiểu thứ tự ưu tiên.	ARITHMETIC_OPS	arithmetic, operators, math, precedence	SDF	{"icon": "calculator-alt"}
COMPARISON_LOGICAL_OPS	Comparison & Logical Operators	Sử dụng toán tử so sánh và logic để xây dựng biểu thức điều kiện.	COMPARISON_LOGICAL_OPS	comparison, logical, boolean operators	SDF	{"icon": "equals"}
DEBUGGING_TECH	Debugging Techniques	Kỹ thuật gỡ lỗi: breakpoints, logging, kiểm tra trạng thái bằng công cụ IDE.	DEBUGGING_TECH	debugging, breakpoint, logging	SE, SDF	{"icon": "bug-slash"}
DATA_ENCODING	Data Encoding & Compression	Các lược đồ mã hóa và thuật toán nén dữ liệu.	DATA_ENCODING	encoding, compression, ASCII, Unicode	AL	{"icon": "file-archive"}
ENCAPSULATION_ABSTRACTION	Encapsulation & Abstraction	Đóng gói dữ liệu và tạo giao diện trừu tượng để che giấu phức tạp.	ENCAPSULATION_ABSTRACTION	encapsulation, abstraction, data hiding	FPL	{"icon": "box-archive"}
FUNCTIONS_PROCEDURES	Functions & Procedures	Đóng gói mã vào các hàm/thủ tục; truyền tham số và nhận giá trị trả về.	FUNC_SYNTAX, RETURN_VALUES	functions, procedures, parameters, return	SDF	{"icon": "function"}
