code	name	description	metadata	created_at	updated_at	concept_codes
KW_REGRESSION	regression	Token from concept 'Regression vs. Classification': regression	"{""source"": ""concept_extraction"", ""source_concept"": ""REGRESSION_CLASSIFICATION"", ""extracted_at"": ""2026-08-03T12:28:05.453864""}"	2026-08-03T12:28:05.453866	2026-08-03T12:28:05.453867	"[""REGRESSION_CLASSIFICATION""]"
KW_LEARNING	learning	Token from concept 'Regression vs. Classification': learning	"{""source"": ""concept_extraction"", ""source_concept"": ""REGRESSION_CLASSIFICATION"", ""extracted_at"": ""2026-08-03T12:28:05.453869""}"	2026-08-03T12:28:05.453871	2026-08-03T12:28:05.453872	"[""REGRESSION_CLASSIFICATION""]"
KW_SUPERVISED	supervised	Token from concept 'Regression vs. Classification': supervised	"{""source"": ""concept_extraction"", ""source_concept"": ""REGRESSION_CLASSIFICATION"", ""extracted_at"": ""2026-08-03T12:28:05.453874""}"	2026-08-03T12:28:05.453876	2026-08-03T12:28:05.453877	"[""REGRESSION_CLASSIFICATION""]"
KW_CLASSIFICATION	classification	Token from concept 'Regression vs. Classification': classification	"{""source"": ""concept_extraction"", ""source_concept"": ""REGRESSION_CLASSIFICATION"", ""extracted_at"": ""2026-08-03T12:28:05.453879""}"	2026-08-03T12:28:05.453881	2026-08-03T12:28:05.453882	"[""REGRESSION_CLASSIFICATION""]"
KW_UNSUPERVISED	unsupervised	Token from concept 'Clustering Algorithms': unsupervised	"{""source"": ""concept_extraction"", ""source_concept"": ""CLUSTERING_ALGORITHMS"", ""extracted_at"": ""2026-08-03T12:28:05.453890""}"	2026-08-03T12:28:05.453892	2026-08-03T12:28:05.453893	"[""CLUSTERING_ALGORITHMS""]"
KW_MEANS	means	Token from concept 'Clustering Algorithms': means	"{""source"": ""concept_extraction"", ""source_concept"": ""CLUSTERING_ALGORITHMS"", ""extracted_at"": ""2026-08-03T12:28:05.453895""}"	2026-08-03T12:28:05.453897	2026-08-03T12:28:05.453898	"[""CLUSTERING_ALGORITHMS""]"
KW_CLUSTERING	clustering	Token from concept 'Clustering Algorithms': clustering	"{""source"": ""concept_extraction"", ""source_concept"": ""CLUSTERING_ALGORITHMS"", ""extracted_at"": ""2026-08-03T12:28:05.453900""}"	2026-08-03T12:28:05.453902	2026-08-03T12:28:05.453903	"[""CLUSTERING_ALGORITHMS""]"
KW_NEURAL	neural	Token from concept 'Neural Networks Basics': neural	"{""source"": ""concept_extraction"", ""source_concept"": ""NEURAL_NETWORKS_BASICS"", ""extracted_at"": ""2026-08-03T12:28:05.453911""}"	2026-08-03T12:28:05.453913	2026-08-03T12:28:05.453914	"[""NEURAL_NETWORKS_BASICS""]"
KW_NEURON	neuron	Token from concept 'Neural Networks Basics': neuron	"{""source"": ""concept_extraction"", ""source_concept"": ""NEURAL_NETWORKS_BASICS"", ""extracted_at"": ""2026-08-03T12:28:05.453917""}"	2026-08-03T12:28:05.453919	2026-08-03T12:28:05.453920	"[""NEURAL_NETWORKS_BASICS""]"
KW_NETWORKS	networks	Token from concept 'Neural Networks Basics': networks	"{""source"": ""concept_extraction"", ""source_concept"": ""NEURAL_NETWORKS_BASICS"", ""extracted_at"": ""2026-08-03T12:28:05.453922""}"	2026-08-03T12:28:05.453926	2026-08-03T12:28:05.453927	"[""NEURAL_NETWORKS_BASICS""]"
KW_ACTIVATION	activation	Token from concept 'Neural Networks Basics': activation	"{""source"": ""concept_extraction"", ""source_concept"": ""NEURAL_NETWORKS_BASICS"", ""extracted_at"": ""2026-08-03T12:28:05.453929""}"	2026-08-03T12:28:05.453931	2026-08-03T12:28:05.453932	"[""NEURAL_NETWORKS_BASICS""]"
KW_LAYER	layer	Token from concept 'Neural Networks Basics': layer	"{""source"": ""concept_extraction"", ""source_concept"": ""NEURAL_NETWORKS_BASICS"", ""extracted_at"": ""2026-08-03T12:28:05.453934""}"	2026-08-03T12:28:05.453936	2026-08-03T12:28:05.453937	"[""NEURAL_NETWORKS_BASICS""]"
KW_MILESTONES	milestones	Token from concept 'History and Milestones of AI': milestones	"{""source"": ""concept_extraction"", ""source_concept"": ""AI_HISTORY_MILESTONES"", ""extracted_at"": ""2026-08-03T12:28:05.453943""}"	2026-08-03T12:28:05.453945	2026-08-03T12:28:05.453946	"[""AI_HISTORY_MILESTONES""]"
KW_TURING	turing	Token from concept 'History and Milestones of AI': turing	"{""source"": ""concept_extraction"", ""source_concept"": ""AI_HISTORY_MILESTONES"", ""extracted_at"": ""2026-08-03T12:28:05.453951""}"	2026-08-03T12:28:05.453953	2026-08-03T12:28:05.453954	"[""AI_HISTORY_MILESTONES""]"
KW_DEEP	deep	Token from concept 'History and Milestones of AI': deep	"{""source"": ""concept_extraction"", ""source_concept"": ""AI_HISTORY_MILESTONES"", ""extracted_at"": ""2026-08-03T12:28:05.453957""}"	2026-08-03T12:28:05.453959	2026-08-03T12:28:05.453960	"[""AI_HISTORY_MILESTONES""]"
KW_HISTORY	history	Token from concept 'History and Milestones of AI': history	"{""source"": ""concept_extraction"", ""source_concept"": ""AI_HISTORY_MILESTONES"", ""extracted_at"": ""2026-08-03T12:28:05.453962""}"	2026-08-03T12:28:05.453965	2026-08-03T12:28:05.453966	"[""AI_HISTORY_MILESTONES""]"
KW_STRONG	strong	Token from concept 'Types of AI: Narrow vs. General': strong	"{""source"": ""concept_extraction"", ""source_concept"": ""TYPES_OF_AI"", ""extracted_at"": ""2026-08-03T12:28:05.453972""}"	2026-08-03T12:28:05.453974	2026-08-03T12:28:05.453975	"[""TYPES_OF_AI""]"
KW_NARROW	narrow	Token from concept 'Types of AI: Narrow vs. General': narrow	"{""source"": ""concept_extraction"", ""source_concept"": ""TYPES_OF_AI"", ""extracted_at"": ""2026-08-03T12:28:05.453978""}"	2026-08-03T12:28:05.453981	2026-08-03T12:28:05.453981	"[""TYPES_OF_AI""]"
KW_GENERAL	general	Token from concept 'Types of AI: Narrow vs. General': general	"{""source"": ""concept_extraction"", ""source_concept"": ""TYPES_OF_AI"", ""extracted_at"": ""2026-08-03T12:28:05.453984""}"	2026-08-03T12:28:05.453987	2026-08-03T12:28:05.453987	"[""TYPES_OF_AI""]"
KW_AGENT	agent	Token from concept 'Reinforcement Learning Basics': agent	"{""source"": ""concept_extraction"", ""source_concept"": ""REINFORCEMENT_LEARNING_BASICS"", ""extracted_at"": ""2026-08-03T12:28:05.453994""}"	2026-08-03T12:28:05.453996	2026-08-03T12:28:05.453997	"[""REINFORCEMENT_LEARNING_BASICS""]"
KW_REWARD	reward	Token from concept 'Reinforcement Learning Basics': reward	"{""source"": ""concept_extraction"", ""source_concept"": ""REINFORCEMENT_LEARNING_BASICS"", ""extracted_at"": ""2026-08-03T12:28:05.454000""}"	2026-08-03T12:28:05.454002	2026-08-03T12:28:05.454003	"[""REINFORCEMENT_LEARNING_BASICS""]"
KW_REINFORCEMENT	reinforcement	Token from concept 'Reinforcement Learning Basics': reinforcement	"{""source"": ""concept_extraction"", ""source_concept"": ""REINFORCEMENT_LEARNING_BASICS"", ""extracted_at"": ""2026-08-03T12:28:05.454005""}"	2026-08-03T12:28:05.454007	2026-08-03T12:28:05.454008	"[""REINFORCEMENT_LEARNING_BASICS""]"
KW_FAIRNESS	fairness	Token from concept 'Bias in AI': fairness	"{""source"": ""concept_extraction"", ""source_concept"": ""AI_BIAS"", ""extracted_at"": ""2026-08-03T12:28:05.454015""}"	2026-08-03T12:28:05.454017	2026-08-03T12:28:05.454018	"[""AI_BIAS""]"
KW_BIAS	bias	Token from concept 'Bias in AI': bias	"{""source"": ""concept_extraction"", ""source_concept"": ""AI_BIAS"", ""extracted_at"": ""2026-08-03T12:28:05.454021""}"	2026-08-03T12:28:05.454084	2026-08-03T12:28:05.454085	"[""AI_BIAS""]"
KW_ETHICS	ethics	Token from concept 'Bias in AI': ethics	"{""source"": ""concept_extraction"", ""source_concept"": ""AI_BIAS"", ""extracted_at"": ""2026-08-03T12:28:05.454087""}"	2026-08-03T12:28:05.454089	2026-08-03T12:28:05.454090	"[""AI_BIAS""]"
KW_TRAINING	training	Token from concept 'Bias in AI': training	"{""source"": ""concept_extraction"", ""source_concept"": ""AI_BIAS"", ""extracted_at"": ""2026-08-03T12:28:05.454092""}"	2026-08-03T12:28:05.454094	2026-08-03T12:28:05.454095	"[""AI_BIAS""]"
KW_IMPACT	impact	Token from concept 'Algorithmic Bias in Society': impact	"{""source"": ""concept_extraction"", ""source_concept"": ""ALGORITHMIC_BIAS_SOCIETY"", ""extracted_at"": ""2026-08-03T12:28:05.454101""}"	2026-08-03T12:28:05.454104	2026-08-03T12:28:05.454104	"[""ALGORITHMIC_BIAS_SOCIETY""]"
KW_SOCIETY	society	Token from concept 'Algorithmic Bias in Society': society	"{""source"": ""concept_extraction"", ""source_concept"": ""ALGORITHMIC_BIAS_SOCIETY"", ""extracted_at"": ""2026-08-03T12:28:05.454106""}"	2026-08-03T12:28:05.454109	2026-08-03T12:28:05.454109	"[""ALGORITHMIC_BIAS_SOCIETY""]"
KW_ALGORITHMIC	algorithmic	Token from concept 'Algorithmic Bias in Society': algorithmic	"{""source"": ""concept_extraction"", ""source_concept"": ""ALGORITHMIC_BIAS_SOCIETY"", ""extracted_at"": ""2026-08-03T12:28:05.454112""}"	2026-08-03T12:28:05.454114	2026-08-03T12:28:05.454114	"[""ALGORITHMIC_BIAS_SOCIETY""]"
KW_SOCIETAL	societal	Token from concept 'Algorithmic Bias in Society': societal	"{""source"": ""concept_extraction"", ""source_concept"": ""ALGORITHMIC_BIAS_SOCIETY"", ""extracted_at"": ""2026-08-03T12:28:05.454117""}"	2026-08-03T12:28:05.454119	2026-08-03T12:28:05.454119	"[""ALGORITHMIC_BIAS_SOCIETY""]"
KW_PROTOCOLS	protocols	Token from concept 'IoT Messaging Protocols': protocols	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_MESSAGING_PROTOCOLS"", ""extracted_at"": ""2026-08-03T12:28:05.454128""}"	2026-08-03T12:28:05.454131	2026-08-03T12:28:05.454131	"[""IOT_MESSAGING_PROTOCOLS""]"
KW_MESSAGING	messaging	Token from concept 'IoT Messaging Protocols': messaging	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_MESSAGING_PROTOCOLS"", ""extracted_at"": ""2026-08-03T12:28:05.454134""}"	2026-08-03T12:28:05.454136	2026-08-03T12:28:05.454137	"[""IOT_MESSAGING_PROTOCOLS""]"
KW_PUBLISH	publish	Token from concept 'IoT Messaging Protocols': publish	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_MESSAGING_PROTOCOLS"", ""extracted_at"": ""2026-08-03T12:28:05.454139""}"	2026-08-03T12:28:05.454141	2026-08-03T12:28:05.454141	"[""IOT_MESSAGING_PROTOCOLS""]"
KW_SUBSCRIBE	subscribe	Token from concept 'IoT Messaging Protocols': subscribe	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_MESSAGING_PROTOCOLS"", ""extracted_at"": ""2026-08-03T12:28:05.454144""}"	2026-08-03T12:28:05.454146	2026-08-03T12:28:05.454146	"[""IOT_MESSAGING_PROTOCOLS""]"
KW_BOTNET	botnet	Token from concept 'Common IoT Security Threats': botnet	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_SECURITY_THREATS"", ""extracted_at"": ""2026-08-03T12:28:05.454152""}"	2026-08-03T12:28:05.454155	2026-08-03T12:28:05.454155	"[""IOT_SECURITY_THREATS""]"
KW_SECURITY	security	Token from concept 'Common IoT Security Threats': security	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_SECURITY_THREATS"", ""extracted_at"": ""2026-08-03T12:28:05.454157""}"	2026-08-03T12:28:05.454160	2026-08-03T12:28:05.454160	"[""IOT_SECURITY_THREATS""]"
KW_COMMON	common	Token from concept 'Common IoT Security Threats': common	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_SECURITY_THREATS"", ""extracted_at"": ""2026-08-03T12:28:05.454162""}"	2026-08-03T12:28:05.454165	2026-08-03T12:28:05.454165	"[""IOT_SECURITY_THREATS""]"
KW_FIRMWARE	firmware	Token from concept 'Common IoT Security Threats': firmware	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_SECURITY_THREATS"", ""extracted_at"": ""2026-08-03T12:28:05.454167""}"	2026-08-03T12:28:05.454170	2026-08-03T12:28:05.454170	"[""IOT_SECURITY_THREATS""]"
KW_THREATS	threats	Token from concept 'Common IoT Security Threats': threats	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_SECURITY_THREATS"", ""extracted_at"": ""2026-08-03T12:28:05.454172""}"	2026-08-03T12:28:05.454175	2026-08-03T12:28:05.454175	"[""IOT_SECURITY_THREATS""]"
KW_RISK	risk	Token from concept 'IoT Safety Risks': risk	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_SAFETY_RISKS"", ""extracted_at"": ""2026-08-03T12:28:05.454183""}"	2026-08-03T12:28:05.454185	2026-08-03T12:28:05.454186	"[""IOT_SAFETY_RISKS""]"
KW_SAFETY	safety	Token from concept 'IoT Safety Risks': safety	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_SAFETY_RISKS"", ""extracted_at"": ""2026-08-03T12:28:05.454188""}"	2026-08-03T12:28:05.454190	2026-08-03T12:28:05.454191	"[""IOT_SAFETY_RISKS""]"
KW_RISKS	risks	Token from concept 'IoT Safety Risks': risks	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_SAFETY_RISKS"", ""extracted_at"": ""2026-08-03T12:28:05.454193""}"	2026-08-03T12:28:05.454195	2026-08-03T12:28:05.454196	"[""IOT_SAFETY_RISKS""]"
KW_CRITICAL	critical	Token from concept 'IoT Safety Risks': critical	"{""source"": ""concept_extraction"", ""source_concept"": ""IOT_SAFETY_RISKS"", ""extracted_at"": ""2026-08-03T12:28:05.454198""}"	2026-08-03T12:28:05.454200	2026-08-03T12:28:05.454201	"[""IOT_SAFETY_RISKS""]"
KW_GRAPHICS	graphics	Token from concept 'Graphics Rendering Pipeline': graphics	"{""source"": ""concept_extraction"", ""source_concept"": ""RENDERING_PIPELINE"", ""extracted_at"": ""2026-08-03T12:28:05.454208""}"	2026-08-03T12:28:05.454210	2026-08-03T12:28:05.454211	"[""RENDERING_PIPELINE""]"
KW_SHADER	shader	Token from concept 'Graphics Rendering Pipeline': shader	"{""source"": ""concept_extraction"", ""source_concept"": ""RENDERING_PIPELINE"", ""extracted_at"": ""2026-08-03T12:28:05.454213""}"	2026-08-03T12:28:05.454215	2026-08-03T12:28:05.454216	"[""RENDERING_PIPELINE""]"
KW_FRAGMENT	fragment	Token from concept 'Graphics Rendering Pipeline': fragment	"{""source"": ""concept_extraction"", ""source_concept"": ""RENDERING_PIPELINE"", ""extracted_at"": ""2026-08-03T12:28:05.454218""}"	2026-08-03T12:28:05.454220	2026-08-03T12:28:05.454221	"[""RENDERING_PIPELINE""]"
KW_RENDERING	rendering	Token from concept 'Graphics Rendering Pipeline': rendering	"{""source"": ""concept_extraction"", ""source_concept"": ""RENDERING_PIPELINE"", ""extracted_at"": ""2026-08-03T12:28:05.454223""}"	2026-08-03T12:28:05.454225	2026-08-03T12:28:05.454226	"[""RENDERING_PIPELINE""]"
KW_VERTEX	vertex	Token from concept 'Graphics Rendering Pipeline': vertex	"{""source"": ""concept_extraction"", ""source_concept"": ""RENDERING_PIPELINE"", ""extracted_at"": ""2026-08-03T12:28:05.454228""}"	2026-08-03T12:28:05.454230	2026-08-03T12:28:05.454231	"[""RENDERING_PIPELINE""]"
KW_ENGINE	engine	Token from concept 'Simulation Modeling': engine	"{""source"": ""concept_extraction"", ""source_concept"": ""SIMULATION_MODELING"", ""extracted_at"": ""2026-08-03T12:28:05.454236""}"	2026-08-03T12:28:05.454238	2026-08-03T12:28:05.454239	"[""SIMULATION_MODELING""]"
KW_SIMULATION	simulation	Token from concept 'Simulation Modeling': simulation	"{""source"": ""concept_extraction"", ""source_concept"": ""SIMULATION_MODELING"", ""extracted_at"": ""2026-08-03T12:28:05.454241""}"	2026-08-03T12:28:05.454244	2026-08-03T12:28:05.454244	"[""SIMULATION_MODELING""]"
KW_PHYSICS	physics	Token from concept 'Simulation Modeling': physics	"{""source"": ""concept_extraction"", ""source_concept"": ""SIMULATION_MODELING"", ""extracted_at"": ""2026-08-03T12:28:05.454246""}"	2026-08-03T12:28:05.454249	2026-08-03T12:28:05.454249	"[""SIMULATION_MODELING""]"
KW_MODELING	modeling	Token from concept 'Simulation Modeling': modeling	"{""source"": ""concept_extraction"", ""source_concept"": ""SIMULATION_MODELING"", ""extracted_at"": ""2026-08-03T12:28:05.454251""}"	2026-08-03T12:28:05.454253	2026-08-03T12:28:05.454254	"[""SIMULATION_MODELING""]"
KW_GEOMETRIC	geometric	Token from concept '2D/3D Geometric Transformations': geometric	"{""source"": ""concept_extraction"", ""source_concept"": ""2D_3D_TRANSFORMATIONS_MATH"", ""extracted_at"": ""2026-08-03T12:28:05.454260""}"	2026-08-03T12:28:05.454263	2026-08-03T12:28:05.454263	"[""2D_3D_TRANSFORMATIONS_MATH""]"
KW_TRANSLATION	translation	Token from concept '2D/3D Geometric Transformations': translation	"{""source"": ""concept_extraction"", ""source_concept"": ""2D_3D_TRANSFORMATIONS_MATH"", ""extracted_at"": ""2026-08-03T12:28:05.454266""}"	2026-08-03T12:28:05.454268	2026-08-03T12:28:05.454269	"[""2D_3D_TRANSFORMATIONS_MATH""]"
KW_SCALING	scaling	Token from concept '2D/3D Geometric Transformations': scaling	"{""source"": ""concept_extraction"", ""source_concept"": ""2D_3D_TRANSFORMATIONS_MATH"", ""extracted_at"": ""2026-08-03T12:28:05.454271""}"	2026-08-03T12:28:05.454273	2026-08-03T12:28:05.454274	"[""2D_3D_TRANSFORMATIONS_MATH""]"
KW_TRANSFORMATIONS	transformations	Token from concept '2D/3D Geometric Transformations': transformations	"{""source"": ""concept_extraction"", ""source_concept"": ""2D_3D_TRANSFORMATIONS_MATH"", ""extracted_at"": ""2026-08-03T12:28:05.454276""}"	2026-08-03T12:28:05.454278	2026-08-03T12:28:05.454279	"[""2D_3D_TRANSFORMATIONS_MATH""]"
KW_ROTATION	rotation	Token from concept '2D/3D Geometric Transformations': rotation	"{""source"": ""concept_extraction"", ""source_concept"": ""2D_3D_TRANSFORMATIONS_MATH"", ""extracted_at"": ""2026-08-03T12:28:05.454281""}"	2026-08-03T12:28:05.454283	2026-08-03T12:28:05.454284	"[""2D_3D_TRANSFORMATIONS_MATH""]"
KW_MATRIX	matrix	Token from concept '2D/3D Geometric Transformations': matrix	"{""source"": ""concept_extraction"", ""source_concept"": ""2D_3D_TRANSFORMATIONS_MATH"", ""extracted_at"": ""2026-08-03T12:28:05.454286""}"	2026-08-03T12:28:05.454288	2026-08-03T12:28:05.454289	"[""2D_3D_TRANSFORMATIONS_MATH""]"
KW_CENTERED	centered	Token from concept 'User-Centered Design Process': centered	"{""source"": ""concept_extraction"", ""source_concept"": ""USER_CENTERED_DESIGN"", ""extracted_at"": ""2026-08-03T12:28:05.454294""}"	2026-08-03T12:28:05.454297	2026-08-03T12:28:05.454297	"[""USER_CENTERED_DESIGN""]"
KW_USER	user	Token from concept 'User-Centered Design Process': user	"{""source"": ""concept_extraction"", ""source_concept"": ""USER_CENTERED_DESIGN"", ""extracted_at"": ""2026-08-03T12:28:05.454301""}"	2026-08-03T12:28:05.454303	2026-08-03T12:28:05.454303	"[""USER_CENTERED_DESIGN""]"
KW_THINKING	thinking	Token from concept 'User-Centered Design Process': thinking	"{""source"": ""concept_extraction"", ""source_concept"": ""USER_CENTERED_DESIGN"", ""extracted_at"": ""2026-08-03T12:28:05.454307""}"	2026-08-03T12:28:05.454309	2026-08-03T12:28:05.454310	"[""USER_CENTERED_DESIGN""]"
KW_STORY	story	Token from concept 'Personas and Scenarios': story	"{""source"": ""concept_extraction"", ""source_concept"": ""PERSONAS_AND_SCENARIOS"", ""extracted_at"": ""2026-08-03T12:28:05.454315""}"	2026-08-03T12:28:05.454317	2026-08-03T12:28:05.454318	"[""PERSONAS_AND_SCENARIOS""]"
KW_PERSONAS	personas	Token from concept 'Personas and Scenarios': personas	"{""source"": ""concept_extraction"", ""source_concept"": ""PERSONAS_AND_SCENARIOS"", ""extracted_at"": ""2026-08-03T12:28:05.454321""}"	2026-08-03T12:28:05.454323	2026-08-03T12:28:05.454324	"[""PERSONAS_AND_SCENARIOS""]"
KW_SCENARIO	scenario	Token from concept 'Personas and Scenarios': scenario	"{""source"": ""concept_extraction"", ""source_concept"": ""PERSONAS_AND_SCENARIOS"", ""extracted_at"": ""2026-08-03T12:28:05.454326""}"	2026-08-03T12:28:05.454328	2026-08-03T12:28:05.454329	"[""PERSONAS_AND_SCENARIOS""]"
KW_SCENARIOS	scenarios	Token from concept 'Personas and Scenarios': scenarios	"{""source"": ""concept_extraction"", ""source_concept"": ""PERSONAS_AND_SCENARIOS"", ""extracted_at"": ""2026-08-03T12:28:05.454332""}"	2026-08-03T12:28:05.454334	2026-08-03T12:28:05.454335	"[""PERSONAS_AND_SCENARIOS""]"
KW_PERSONA	persona	Token from concept 'Personas and Scenarios': persona	"{""source"": ""concept_extraction"", ""source_concept"": ""PERSONAS_AND_SCENARIOS"", ""extracted_at"": ""2026-08-03T12:28:05.454337""}"	2026-08-03T12:28:05.454339	2026-08-03T12:28:05.454340	"[""PERSONAS_AND_SCENARIOS""]"
KW_AFFORDANCE	affordance	Token from concept 'Affordances and Signifiers': affordance	"{""source"": ""concept_extraction"", ""source_concept"": ""AFFORDANCES_SIGNIFIERS"", ""extracted_at"": ""2026-08-03T12:28:05.454345""}"	2026-08-03T12:28:05.454352	2026-08-03T12:28:05.454353	"[""AFFORDANCES_SIGNIFIERS""]"
KW_DISCOVERABILITY	discoverability	Token from concept 'Affordances and Signifiers': discoverability	"{""source"": ""concept_extraction"", ""source_concept"": ""AFFORDANCES_SIGNIFIERS"", ""extracted_at"": ""2026-08-03T12:28:05.454355""}"	2026-08-03T12:28:05.454357	2026-08-03T12:28:05.454358	"[""AFFORDANCES_SIGNIFIERS""]"
KW_SIGNIFIERS	signifiers	Token from concept 'Affordances and Signifiers': signifiers	"{""source"": ""concept_extraction"", ""source_concept"": ""AFFORDANCES_SIGNIFIERS"", ""extracted_at"": ""2026-08-03T12:28:05.454360""}"	2026-08-03T12:28:05.454363	2026-08-03T12:28:05.454363	"[""AFFORDANCES_SIGNIFIERS""]"
KW_SIGNIFIER	signifier	Token from concept 'Affordances and Signifiers': signifier	"{""source"": ""concept_extraction"", ""source_concept"": ""AFFORDANCES_SIGNIFIERS"", ""extracted_at"": ""2026-08-03T12:28:05.454365""}"	2026-08-03T12:28:05.454368	2026-08-03T12:28:05.454368	"[""AFFORDANCES_SIGNIFIERS""]"
KW_AFFORDANCES	affordances	Token from concept 'Affordances and Signifiers': affordances	"{""source"": ""concept_extraction"", ""source_concept"": ""AFFORDANCES_SIGNIFIERS"", ""extracted_at"": ""2026-08-03T12:28:05.454371""}"	2026-08-03T12:28:05.454373	2026-08-03T12:28:05.454374	"[""AFFORDANCES_SIGNIFIERS""]"
KW_TIME	time	Token from concept 'Feedback and System Response': time	"{""source"": ""concept_extraction"", ""source_concept"": ""FEEDBACK_AND_RESPONSE"", ""extracted_at"": ""2026-08-03T12:28:05.454380""}"	2026-08-03T12:28:05.454383	2026-08-03T12:28:05.454383	"[""FEEDBACK_AND_RESPONSE""]"
KW_RESPONSE	response	Token from concept 'Feedback and System Response': response	"{""source"": ""concept_extraction"", ""source_concept"": ""FEEDBACK_AND_RESPONSE"", ""extracted_at"": ""2026-08-03T12:28:05.454386""}"	2026-08-03T12:28:05.454389	2026-08-03T12:28:05.454389	"[""FEEDBACK_AND_RESPONSE""]"
KW_FEEDBACK	feedback	Token from concept 'Feedback and System Response': feedback	"{""source"": ""concept_extraction"", ""source_concept"": ""FEEDBACK_AND_RESPONSE"", ""extracted_at"": ""2026-08-03T12:28:05.454393""}"	2026-08-03T12:28:05.454395	2026-08-03T12:28:05.454396	"[""FEEDBACK_AND_RESPONSE""]"
KW_PROFILE	profile	Token from concept 'Digital Identity Management': profile	"{""source"": ""concept_extraction"", ""source_concept"": ""DIGITAL_IDENTITY"", ""extracted_at"": ""2026-08-03T12:28:05.454405""}"	2026-08-03T12:28:05.454407	2026-08-03T12:28:05.454407	"[""DIGITAL_IDENTITY""]"
KW_ONLINE	online	Token from concept 'Digital Identity Management': online	"{""source"": ""concept_extraction"", ""source_concept"": ""DIGITAL_IDENTITY"", ""extracted_at"": ""2026-08-03T12:28:05.454410""}"	2026-08-03T12:28:05.454412	2026-08-03T12:28:05.454412	"[""DIGITAL_IDENTITY""]"
KW_IDENTITY	identity	Token from concept 'Digital Identity Management': identity	"{""source"": ""concept_extraction"", ""source_concept"": ""DIGITAL_IDENTITY"", ""extracted_at"": ""2026-08-03T12:28:05.454414""}"	2026-08-03T12:28:05.454417	2026-08-03T12:28:05.454417	"[""DIGITAL_IDENTITY""]"
KW_REPUTATION	reputation	Token from concept 'Digital Identity Management': reputation	"{""source"": ""concept_extraction"", ""source_concept"": ""DIGITAL_IDENTITY"", ""extracted_at"": ""2026-08-03T12:28:05.454421""}"	2026-08-03T12:28:05.454423	2026-08-03T12:28:05.454424	"[""DIGITAL_IDENTITY""]"
KW_MISINFORMATION	misinformation	Token from concept 'Assessing Information Credibility': misinformation	"{""source"": ""concept_extraction"", ""source_concept"": ""INFORMATION_CREDIBILITY"", ""extracted_at"": ""2026-08-03T12:28:05.454429""}"	2026-08-03T12:28:05.454431	2026-08-03T12:28:05.454432	"[""INFORMATION_CREDIBILITY""]"
KW_FACT	fact	Token from concept 'Assessing Information Credibility': fact	"{""source"": ""concept_extraction"", ""source_concept"": ""INFORMATION_CREDIBILITY"", ""extracted_at"": ""2026-08-03T12:28:05.454434""}"	2026-08-03T12:28:05.454436	2026-08-03T12:28:05.454437	"[""INFORMATION_CREDIBILITY""]"
KW_ASSESSING	assessing	Token from concept 'Assessing Information Credibility': assessing	"{""source"": ""concept_extraction"", ""source_concept"": ""INFORMATION_CREDIBILITY"", ""extracted_at"": ""2026-08-03T12:28:05.454439""}"	2026-08-03T12:28:05.454441	2026-08-03T12:28:05.454442	"[""INFORMATION_CREDIBILITY""]"
KW_CREDIBILITY	credibility	Token from concept 'Assessing Information Credibility': credibility	"{""source"": ""concept_extraction"", ""source_concept"": ""INFORMATION_CREDIBILITY"", ""extracted_at"": ""2026-08-03T12:28:05.454444""}"	2026-08-03T12:28:05.454446	2026-08-03T12:28:05.454447	"[""INFORMATION_CREDIBILITY""]"
KW_CHECKING	checking	Token from concept 'Assessing Information Credibility': checking	"{""source"": ""concept_extraction"", ""source_concept"": ""INFORMATION_CREDIBILITY"", ""extracted_at"": ""2026-08-03T12:28:05.454449""}"	2026-08-03T12:28:05.454451	2026-08-03T12:28:05.454452	"[""INFORMATION_CREDIBILITY""]"
KW_PRIVACY	privacy	Token from concept 'Digital Footprint': privacy	"{""source"": ""concept_extraction"", ""source_concept"": ""DIGITAL_FOOTPRINT"", ""extracted_at"": ""2026-08-03T12:28:05.454461""}"	2026-08-03T12:28:05.454463	2026-08-03T12:28:05.454464	"[""DIGITAL_FOOTPRINT""]"
KW_PRESENCE	presence	Token from concept 'Digital Footprint': presence	"{""source"": ""concept_extraction"", ""source_concept"": ""DIGITAL_FOOTPRINT"", ""extracted_at"": ""2026-08-03T12:28:05.454467""}"	2026-08-03T12:28:05.454470	2026-08-03T12:28:05.454470	"[""DIGITAL_FOOTPRINT""]"
KW_FOOTPRINT	footprint	Token from concept 'Digital Footprint': footprint	"{""source"": ""concept_extraction"", ""source_concept"": ""DIGITAL_FOOTPRINT"", ""extracted_at"": ""2026-08-03T12:28:05.454472""}"	2026-08-03T12:28:05.454475	2026-08-03T12:28:05.454475	"[""DIGITAL_FOOTPRINT""]"
